,ivtU_max,ivtU_mean,ivtV_max,ivtV_mean,rain,year
1979-11-16,131.139184163,139.730390448,-205.315753452,-121.679441181,6.6,1979
1979-11-17,69.2603277112,106.800553063,-382.570590264,-282.192518934,3.5,1979
1979-11-18,93.187105336,145.651824869,-243.587154938,-179.288192737,2.1,1979
1979-11-19,185.226610624,155.893919144,-205.537102989,-198.505130302,3.9,1979
1979-12-04,102.090432759,48.9820481517,-62.2308769009,-13.7332287556,12.1,1979
1979-12-05,232.597403953,175.247108037,-287.605931966,-188.179530084,28.9,1979
1979-12-10,357.957488215,176.604334054,-370.91059738,-119.397474742,15.4,1979
1979-12-11,462.833540662,356.048449482,-444.056869689,-368.207432905,12.7,1979
1980-02-05,76.4233394124,36.2785432052,73.3838987844,86.3521800825,1.0,1980
1980-02-08,342.488677432,183.674000926,76.7154493707,167.533250415,4.7,1980
1980-02-10,108.97125208,45.4141523563,96.4697977073,85.795554046,2.2,1980
1980-02-11,781.69540481,376.12926031,275.847132269,119.482309149,11.6,1980
1980-02-19,74.7165482393,48.3950248293,93.4071300995,65.7703618234,7.8,1980
1980-02-27,305.566988617,276.141893372,72.521163829,28.4075813778,2.8,1980
1980-02-28,430.437456876,292.721595998,-115.118209492,-23.8317738837,30.8,1980
1980-03-03,56.1272175476,39.8015437457,-73.9043542707,-5.75177059514,3.3,1980
1980-03-04,196.342937458,139.175320477,-151.421918173,-132.027966042,3.4,1980
1980-03-21,91.6185438203,81.0802437331,-22.0744995268,0.420764213938,5.8,1980
1980-04-02,173.940181754,108.836483785,-202.425597311,-121.350963645,23.0,1980
1980-04-07,111.085550554,63.0937864598,-108.145921089,-52.7826944131,16.4,1980
1980-04-08,298.793082135,164.429698695,-148.616354064,-129.083992918,14.6,1980
1980-04-09,278.889254866,194.34107048,-42.634834483,-40.5846552647,51.0,1980
1980-04-10,229.543443723,192.400088568,-204.854406791,-90.5584301368,3.4,1980
1980-04-11,165.052062061,131.498835981,61.953042119,45.7586998847,5.3,1980
1980-04-12,110.152477737,70.4386062786,33.8865283046,32.1513992126,1.5,1980
1980-04-16,360.008882575,167.935909259,-266.246733326,-40.3327532998,9.8,1980
1980-04-21,15.0123484589,27.921521027,-187.98606304,-76.9569149851,1.6,1980
1980-04-22,71.2298567806,66.1960377591,-671.050698093,-369.391062447,8.8,1980
1980-04-23,71.2298567806,113.821560004,-671.050698093,-245.636977421,10.0,1980
1980-04-25,131.978251042,56.6716292065,-59.2909819099,-50.8753733474,1.8,1980
1980-04-26,-33.2737431144,38.2072615237,-274.538672595,-195.491750882,20.4,1980
1980-04-27,75.2159169149,87.0019751433,-686.962061425,-229.183039775,7.0,1980
1980-05-03,144.651501975,65.1370170571,-91.9135509163,35.6011960575,9.2,1980
1980-05-04,202.030465926,152.291303264,-161.743216364,-96.1439168023,22.7,1980
1980-05-06,95.0245522667,58.5881500436,-77.2938399665,-54.7209943535,5.5,1980
1980-05-08,62.905373697,80.5880989299,-175.607000202,-90.9173017624,8.9,1980
1980-05-09,194.042254367,134.979015597,-396.944536134,-208.821120792,34.6,1980
1980-05-10,538.461400901,347.755368442,-565.414474694,-204.180045248,12.0,1980
1980-05-11,346.736738148,284.584261498,-356.227117082,-139.306820038,19.0,1980
1980-05-12,587.420837237,411.848888771,-710.431414275,-596.271229572,58.5,1980
1980-05-13,198.662833973,177.185542175,-607.281631134,-444.665273168,40.0,1980
1980-05-17,82.2586675788,45.7893334668,-59.8851737157,-32.3252728441,6.2,1980
1980-05-18,137.683660591,106.803581643,-370.88470458,-184.312621096,8.9,1980
1980-05-19,195.454093886,105.317395776,-188.217542863,-129.700392652,6.5,1980
1980-05-20,76.9786145203,115.591813672,-246.53114521,-180.026856037,15.6,1980
1980-05-21,289.929140184,184.488540444,-199.188231997,-98.6606921656,4.8,1980
1980-05-22,352.721769927,277.221704154,-314.957340178,-273.661823319,18.8,1980
1980-05-26,119.171855943,98.9201080178,-258.938736664,-111.470955376,40.6,1980
1980-05-27,230.306668866,241.311970016,-428.944018155,-254.214338925,2.6,1980
1980-05-28,192.86357188,143.418839427,-12.0644584545,-38.1381860901,17.7,1980
1980-05-29,418.363064856,301.365766359,-310.930631878,-183.267336164,33.4,1980
1980-05-30,436.162238251,308.364939741,-209.936503872,-90.1922114678,2.7,1980
1980-06-04,165.796547583,63.5603243585,-49.0695915169,4.82406673669,7.6,1980
1980-06-06,221.450400982,131.503933702,-76.1582214685,-125.898251452,18.6,1980
1980-06-07,102.365292337,103.36070335,-479.533164961,-384.417786289,23.7,1980
1980-06-08,188.480167287,132.424537871,-366.037077354,-238.387092959,14.6,1980
1980-06-14,50.0206719854,14.5448990417,-49.5979581883,-11.0323660209,24.7,1980
1980-06-15,519.858833768,306.558248967,-482.792603728,-282.809702639,38.4,1980
1980-06-16,563.929019266,279.87325907,-389.58237634,-179.64298578,1.2,1980
1980-06-17,439.298586815,194.872954301,-184.808059964,-122.824690911,1.7,1980
1980-06-22,210.045774476,129.28950461,-199.556038219,-97.0060930357,29.7,1980
1980-06-24,56.2014698562,61.153620285,114.596786997,43.1235647995,16.6,1980
1980-06-26,161.580999591,43.1149421918,-6.45190573988,18.6449717769,53.1,1980
1980-06-27,594.659359564,451.096321683,-289.332115796,-201.242560916,34.0,1980
1980-07-05,41.1046519623,32.6409549016,-40.879808146,-36.7835086054,15.8,1980
1980-07-12,42.2087578347,14.25545615,35.885935267,16.1743791934,51.7,1980
1980-07-17,92.1655397158,38.2680354176,-767.633862489,-380.431212216,20.1,1980
1980-07-18,92.1655397158,131.589711805,-767.633862489,-539.199161971,13.1,1980
1980-07-19,89.3186021873,124.219497081,-337.004538489,-159.073464354,8.9,1980
1980-07-20,179.471129398,116.708256134,-117.884423014,-77.974352821,38.0,1980
1980-07-24,-36.0642204343,52.0664778764,-295.192424022,-183.57103371,22.8,1980
1980-07-25,-104.080793225,-66.623623277,-587.867689543,-391.590428376,12.0,1980
1980-07-26,-71.9210904389,68.3570239688,-320.166791079,-102.327958808,6.0,1980
1980-07-27,257.641694967,166.318825209,-139.321651185,2.87823920806,7.8,1980
1980-07-28,315.481993566,213.300476489,-176.410509785,-59.5866873651,2.0,1980
1980-08-02,25.1177245478,-11.3776228227,-262.249284279,-233.731637882,16.6,1980
1980-08-03,-28.0551465575,0.600923843523,-517.939696447,-303.412948546,3.0,1980
1980-08-04,27.3213236377,11.2821989575,-160.783329194,-91.1028518425,11.8,1980
1980-08-05,128.134580587,92.9044534323,-98.6668023071,-49.0664860411,19.5,1980
1980-08-06,317.89320425,214.781006846,-348.860795222,-176.225080526,7.7,1980
1980-08-07,241.152380749,170.955769887,-42.7515000142,-8.47284248432,6.7,1980
1980-08-08,234.414783268,159.680657523,-73.7893060498,-15.6239331869,6.2,1980
1980-08-14,113.387441193,87.7695219912,-65.1641064996,-31.109257649,2.7,1980
1980-08-15,268.893921985,187.675917561,-75.9016521057,-72.190940546,7.8,1980
1980-08-19,125.947508767,85.8178483734,-19.5665479299,-41.5718952351,1.5,1980
1980-08-20,235.387353025,135.033617841,-63.2440122666,-45.0120911728,7.4,1980
1980-08-29,56.1549643114,32.9461766089,-125.028095654,-94.9610320844,8.4,1980
1980-08-30,142.563774003,75.0301273436,-223.649371227,-151.068101858,2.5,1980
1980-09-06,139.045041892,61.4567979651,-38.4153587467,-14.6002203059,2.0,1980
1980-09-12,30.8971686687,15.0790069719,2.73502839156,12.685908259,4.4,1980
1980-09-17,25.8145865775,26.7967756141,71.0179856796,56.5044823911,8.8,1980
1980-09-25,39.521036793,22.5984796259,-129.348285875,-98.161980626,37.1,1980
1980-09-28,185.490426687,140.856183743,-351.403412608,-171.889544355,29.0,1980
1980-11-06,337.28691225,193.952644999,-19.9426118805,3.05115407764,10.9,1980
1980-11-09,128.779552708,21.0878981544,140.648574411,91.1219364472,2.3,1980
1980-11-18,72.675356145,58.4462233125,-62.7887095396,-37.9603588015,4.5,1980
1980-12-12,337.983927323,213.354876167,-60.9280586086,-58.9304337804,17.6,1980
1980-12-28,134.145464453,86.082389413,-153.029444435,-46.4579661008,12.1,1980
1980-12-29,304.985432267,241.331511144,-281.540122071,-215.934538063,26.8,1980
1981-01-17,59.5429028593,92.1781630784,133.563271476,53.220763636,4.9,1981
1981-01-18,249.861495104,208.402626454,-91.699856146,-59.1467794569,4.5,1981
1981-01-19,229.945737851,193.648928836,-296.386315464,-255.629015954,49.4,1981
1981-01-24,176.005156074,187.297099214,-368.410379804,-344.684569546,13.0,1981
1981-01-25,223.36223303,160.470547553,-382.284923824,-315.249056395,6.0,1981
1981-02-06,59.0595692815,47.9584812037,-116.482274347,-48.388026529,7.9,1981
1981-03-14,225.1783637,129.491466427,-136.891278532,-129.819917141,13.2,1981
1981-03-21,107.645895335,92.4658580544,18.9949218464,21.1112205335,14.8,1981
1981-03-29,118.10266234,72.9201489246,-335.092537391,-208.812115852,5.9,1981
1981-04-15,99.0060246144,23.8586035649,-180.96650703,-133.710570199,2.5,1981
1981-04-17,-115.434002803,-63.3419991203,-223.730211231,-196.435253493,3.0,1981
1981-04-18,-84.0684685196,-76.4608387844,-259.978158309,-235.281132318,12.0,1981
1981-04-19,-24.3720781525,11.4325051406,-250.552984481,-195.517484441,12.2,1981
1981-04-24,13.0561563894,-3.2444658638,-94.4861020473,-30.6680577977,8.8,1981
1981-04-25,70.7402755063,54.9368491973,-378.751583366,-253.633757787,24.2,1981
1981-04-26,185.970232681,127.516455696,-251.04072639,-62.6880877325,31.7,1981
1981-04-29,254.078759562,232.389066881,154.871185421,81.8014789172,3.1,1981
1981-05-01,185.414464125,60.9834989876,65.7081228999,36.8474881753,36.3,1981
1981-05-02,581.322238536,369.767895269,-240.596927689,-86.4698147606,23.4,1981
1981-05-03,479.58838849,230.784550255,-127.466506272,-50.4432420541,27.2,1981
1981-05-04,802.835116961,413.031366663,-237.007474797,-221.960829487,46.8,1981
1981-05-05,802.835116961,397.837910119,-237.007474797,-81.2352421716,7.3,1981
1981-05-06,317.015014465,183.503258157,-459.421616124,-240.138921168,92.8,1981
1981-05-07,435.681572177,387.992264937,-768.147773281,-564.074835757,22.6,1981
1981-05-10,-98.0783253248,11.0058893859,-171.145657159,-105.555498807,19.2,1981
1981-05-11,-46.2921243356,-46.6129447284,-587.576065981,-377.755077089,19.1,1981
1981-05-12,34.2536699562,59.7779826076,-499.574118901,-360.882724078,19.6,1981
1981-05-13,101.953729106,91.5487738848,-325.585452042,-282.037300204,3.3,1981
1981-05-14,254.449769459,230.200795688,-397.031406382,-337.450767815,19.8,1981
1981-05-17,204.080156896,94.4562588151,-212.9169042,-128.340204366,13.6,1981
1981-05-21,93.6757165973,54.9817520315,-120.176610157,-48.6021469083,22.0,1981
1981-05-22,524.558906091,313.321641064,-459.295458991,-308.741647195,27.1,1981
1981-05-23,586.414951995,425.738100195,-652.876022879,-401.254932113,6.1,1981
1981-05-26,104.493164479,62.1878627777,-56.9380050534,-20.2388880271,5.1,1981
1981-05-27,353.790823547,221.734275235,-629.873142022,-283.415510955,44.5,1981
1981-05-28,592.951924575,430.606898339,-552.663751208,-399.660727281,3.7,1981
1981-05-29,271.622666454,178.132405619,-125.96481136,-134.281307916,4.2,1981
1981-05-30,263.490740386,170.038337831,-289.23942169,-181.971721499,20.2,1981
1981-05-31,126.23507603,92.1073466675,-270.725030095,-151.784736538,15.2,1981
1981-06-01,156.578175299,171.134813815,-187.562256012,-74.45931221,15.6,1981
1981-06-04,153.081778605,121.898847629,39.0086272773,-23.3433628309,8.8,1981
1981-06-05,177.491348447,149.199208739,-140.162079432,-78.9680496903,11.9,1981
1981-06-07,423.884801623,183.731247437,-195.210105922,-124.740343804,13.3,1981
1981-06-20,72.7278407852,76.227061774,-318.068062122,-169.017855448,17.4,1981
1981-06-24,105.109484799,56.361479332,-69.4283122598,27.9718879161,13.8,1981
1981-06-29,248.924121028,116.443867677,133.706305867,128.769943315,1.5,1981
1981-06-30,267.758412137,199.098115257,132.607671214,130.951763094,10.1,1981
1981-07-06,31.1126601297,53.9651388497,-416.152603959,-312.690033653,6.6,1981
1981-07-07,74.5266061733,57.1005455448,-503.034704846,-388.994234635,21.7,1981
1981-07-08,293.334437808,172.700133095,-465.444536022,-352.217092411,6.7,1981
1981-07-09,143.897382196,109.257312259,-202.515882138,-103.994654551,1.9,1981
1981-07-10,143.709996045,116.721032184,-35.1610517438,-40.6946092757,12.1,1981
1981-07-11,373.653286636,227.71438865,-118.404216957,-68.8045785942,8.0,1981
1981-07-12,434.847812954,288.117397158,-159.326610793,-76.6015216831,7.2,1981
1981-07-13,286.737543398,190.83399447,-275.262328295,-169.428377757,63.5,1981
1981-07-14,314.474861003,204.885017128,-272.181465853,-146.69693911,1.2,1981
1981-07-20,58.5922637025,20.4993128044,54.9284514025,58.2266465124,8.0,1981
1981-07-27,91.2698571075,53.8312018974,-260.580774789,-122.155964495,17.0,1981
1981-07-30,223.880506663,134.297592996,-304.343531025,-171.956275255,20.4,1981
1981-07-31,266.528554104,178.984200003,-289.562591034,-208.981745563,21.0,1981
1981-08-01,536.528155007,338.929949222,-374.312101361,-260.09003725,16.5,1981
1981-08-02,336.781341995,250.404180295,-221.229121649,-188.240671337,14.6,1981
1981-08-04,88.8225334539,57.7488273955,-98.6153456605,-86.1900962428,8.3,1981
1981-08-06,27.6102533787,11.9375864337,-0.404297148673,4.65271477553,1.8,1981
1981-08-21,62.4442663648,29.3987730486,-97.7825989541,-71.864993251,5.8,1981
1981-08-27,17.6824725841,20.1751986051,-66.101443578,-25.0802309574,13.4,1981
1981-08-28,130.718024671,80.163741966,-336.465851194,-183.808029246,29.6,1981
1981-08-30,-20.76491761,-69.0458805418,-126.168070163,-14.7865875712,1.2,1981
1981-08-31,-40.5950279118,-34.1575891834,-192.247839635,-165.399794359,12.0,1981
1981-09-02,111.220303032,44.9882192225,65.7585828572,44.0989059963,7.6,1981
1981-09-06,153.760263121,120.226656748,-208.750241319,-91.1646202007,14.1,1981
1981-09-07,252.841635873,215.733869651,-244.463589731,-215.230492823,4.8,1981
1981-09-08,238.152959079,127.176858412,-136.473575743,-80.4729242774,10.1,1981
1981-09-15,84.9108804836,56.8581441958,68.151196382,61.6907702132,1.0,1981
1981-10-01,191.803709781,112.862986595,-172.41520089,-85.8376759577,13.0,1981
1981-10-25,47.4008200921,34.7506176742,-176.161546598,-87.0154083758,2.0,1981
1981-10-26,227.743231474,139.556700182,-321.762903082,-253.968973493,8.3,1981
1981-10-28,125.037335612,74.6994171586,-214.29683562,-112.55573122,3.8,1981
1981-11-01,90.8789529556,60.7009794536,-7.93518459271,22.5167311159,3.4,1981
1981-12-16,290.322931623,217.506988094,-3.78130193348,17.5886984255,2.5,1981
1982-01-11,51.5195916348,21.2751529764,-50.492062544,-5.53865335041,15.3,1982
1982-01-15,49.6768357431,30.1125291339,44.9491683469,33.9294136147,21.3,1982
1982-01-28,83.6626794987,48.5890657631,-240.327269932,-71.0814626512,18.8,1982
1982-01-29,460.33088177,253.617140426,-577.112016202,-386.564213187,28.2,1982
1982-02-01,115.660506553,123.17836195,88.2773955219,13.216679619,1.3,1982
1982-02-10,215.728496821,114.530487292,19.0016439046,17.2574406327,7.8,1982
1982-02-12,235.104658835,152.56995189,-58.3622171215,6.81501982832,15.0,1982
1982-03-15,49.7306522093,59.3179771568,126.05654825,92.5711264914,1.0,1982
1982-03-16,271.679692236,183.264139901,-99.1198141358,-33.9396473776,1.3,1982
1982-03-23,132.423123171,97.1918583821,10.721326448,49.3408966899,1.0,1982
1982-04-11,14.1435926495,27.1325539489,62.1924634006,41.9176412367,9.9,1982
1982-04-15,44.4919911714,2.70171485219,124.86010457,91.2602925872,2.0,1982
1982-04-16,159.128853172,92.9826015158,137.653998284,110.990146566,10.0,1982
1982-04-18,59.6163808917,74.0202232123,115.880453174,75.5500991813,1.9,1982
1982-05-05,81.164454182,44.9920677255,-91.8493557501,-44.1679429004,4.4,1982
1982-05-06,69.4765517775,78.5569221218,-346.972938622,-171.725960347,18.6,1982
1982-05-07,275.14332517,106.082786423,-402.993558367,-246.869014972,21.1,1982
1982-05-08,59.5531877232,65.6816345532,-823.295639475,-491.92614208,35.0,1982
1982-05-09,169.561408657,144.157376532,-489.968323679,-405.118444942,13.3,1982
1982-05-10,442.449543112,258.605939778,-303.303201448,-268.277598098,16.6,1982
1982-05-11,269.088717244,197.261905434,-84.4090457321,-146.515634812,18.5,1982
1982-05-12,377.149000845,192.357083301,-617.326148168,-282.495919731,9.9,1982
1982-05-14,159.467677254,69.1557768927,-42.4487812165,-21.3383394559,10.3,1982
1982-05-15,460.266069196,207.024405835,-392.460878944,-196.570866484,5.4,1982
1982-05-16,238.088414733,209.216998128,-336.700249762,-249.82372206,21.1,1982
1982-05-19,181.83546381,92.1665882151,-141.652447229,-57.0713974159,18.7,1982
1982-05-29,149.10534273,116.199716004,-82.0352773332,-29.3945680747,1.7,1982
1982-05-31,-21.7300008502,40.0752218575,-147.295200081,-113.868667729,15.8,1982
1982-06-01,74.4825292505,59.9312606282,-535.281127173,-367.507968273,1.2,1982
1982-06-03,125.25305197,70.8521606206,-254.302882831,-120.180310838,43.2,1982
1982-06-05,214.225179613,103.624572739,-385.6738108,-96.5899867731,15.2,1982
1982-06-07,181.874374399,104.04802693,-19.5737849291,-6.1770854355,10.2,1982
1982-06-08,264.492359032,239.998882551,-95.6100820936,-31.5386248833,44.7,1982
1982-06-09,505.356224121,298.509606402,-180.836371266,-157.954556227,20.5,1982
1982-06-10,265.624763615,180.445127793,-191.658000407,-117.338847666,7.4,1982
1982-06-12,169.183174029,118.321111424,-1.15332720421,0.5449065397,35.4,1982
1982-06-22,-15.4129272276,-1.92919447722,-25.9678944722,-7.63952036295,7.9,1982
1982-06-23,98.800034434,51.5002252061,-205.737149016,-105.951606431,30.7,1982
1982-06-24,98.800034434,128.435556435,-205.737149016,-77.351121891,32.5,1982
1982-06-25,350.308589073,187.211402754,-38.0667947077,-18.6049332661,35.0,1982
1982-06-26,432.553580728,312.010344963,8.50987607816,25.5192914929,1.0,1982
1982-06-28,85.0510862679,35.6363026867,74.2555812708,60.2052038809,63.0,1982
1982-07-01,108.771146736,85.7527656319,122.028912021,26.958578154,10.3,1982
1982-07-02,290.324577434,187.999395399,-121.111059933,-106.183370798,5.0,1982
1982-07-04,138.140822579,84.1486860337,23.0007539481,18.4307812777,17.8,1982
1982-07-05,182.310126273,145.425932251,-86.6222335047,-49.6344462954,6.3,1982
1982-07-07,69.1453300302,47.2311416106,19.5822087157,33.4139162675,7.2,1982
1982-07-08,149.825596515,121.314810323,-137.206675852,-50.0812136885,10.2,1982
1982-07-09,410.829438725,208.21553549,-89.0715589256,-54.322740777,12.5,1982
1982-07-10,502.63746046,402.630374497,-52.7672105628,-79.8849004535,8.7,1982
1982-07-11,386.002401255,268.841341542,-233.57740042,-161.867332436,8.7,1982
1982-07-13,124.342613269,112.460060279,-171.823116125,-51.9509172135,12.2,1982
1982-07-14,385.452268265,246.279434137,-375.099195403,-316.264006998,23.1,1982
1982-07-15,584.921795649,357.852342051,-822.384151194,-566.966441,25.2,1982
1982-07-16,288.935914442,243.370637008,-708.190451285,-352.454735545,26.5,1982
1982-07-17,353.889477065,210.801102216,-198.045587471,-89.0644320923,13.8,1982
1982-07-18,142.772897046,150.74137839,-214.407401285,-89.5887873092,6.6,1982
1982-07-24,105.376246234,87.0739531936,-75.5230578931,-13.8530529268,4.7,1982
1982-07-25,226.906593069,162.78926227,-152.829870787,-149.979561946,7.1,1982
1982-07-26,135.74774083,52.0000813253,-193.383699795,-173.310405749,6.3,1982
1982-07-27,-87.4060936423,-48.3352638328,-293.360452572,-202.439468061,11.9,1982
1982-08-02,80.9162398395,35.2299486727,-38.9459037279,-3.23783106706,15.5,1982
1982-08-03,182.506800753,143.665026951,-219.974547414,-111.75772279,3.4,1982
1982-08-04,121.120599832,82.340563274,-75.3293239744,-53.3159520055,19.6,1982
1982-08-11,20.5299929511,34.2678136144,-84.4311758678,-50.5939534603,11.7,1982
1982-08-12,-30.4653697454,27.0509530632,-626.52326279,-344.72137706,10.6,1982
1982-08-13,125.808482772,120.606929438,-533.432246103,-258.315234883,4.8,1982
1982-08-23,393.523974136,269.141670801,-216.979695029,-84.4586949408,36.2,1982
1982-08-24,679.079749328,461.992561772,-368.023612547,-255.730133011,11.1,1982
1982-08-25,307.184200497,193.391259135,-110.627962178,-82.8357337567,2.4,1982
1982-08-26,231.787636197,199.431213963,-126.560805728,-56.9388151528,4.9,1982
1982-08-28,236.050060927,233.799959365,-280.342816188,-235.791786764,8.4,1982
1982-09-02,223.284953972,135.769727022,-1.7456756333,-4.17945070407,1.8,1982
1982-09-03,208.073219501,156.811101118,-117.404527624,-73.0497232575,8.4,1982
1982-09-08,141.643064002,90.8882178636,-214.190229668,-177.014478593,13.7,1982
1982-09-09,114.464753695,85.3307126879,-387.518470236,-276.959607912,1.1,1982
1982-09-11,125.248200112,57.3517188082,-198.043108551,-85.0354023425,30.5,1982
1982-09-12,461.050379301,283.905761556,-488.835911804,-308.250223328,41.4,1982
1982-09-13,684.026097132,521.076828439,-742.579382356,-403.935551052,2.4,1982
1982-09-14,340.12732549,106.248736809,-170.469371094,-85.0884291226,20.5,1982
1982-09-20,-9.57426721815,-30.1790815174,-94.8294600832,-47.5233252189,1.0,1982
1982-09-23,-66.6055784171,-44.4685497807,-113.817595578,-89.2567756143,9.3,1982
1982-09-27,4.53012047988,13.980176912,-151.009733175,-114.841533625,20.2,1982
1982-09-28,127.737104197,63.2279371728,-478.915715207,-303.700368844,2.2,1982
1982-09-29,166.859141838,98.2488372735,-373.479352088,-250.395290766,18.5,1982
1982-09-30,216.921250961,128.764282535,-385.115385145,-220.538973154,1.1,1982
1982-10-02,113.593132756,70.1479694742,-75.4718831556,-23.1669035531,11.7,1982
1982-10-03,273.586358966,215.141713399,-467.247107623,-219.210246691,5.0,1982
1982-10-05,87.5562274527,36.3590782521,-27.7894708704,13.0943286071,2.0,1982
1982-10-06,211.795556579,166.148937068,-58.6515428754,-50.5231015739,2.4,1982
1982-10-16,87.0704098253,54.9191292578,-103.46315858,-85.4461547957,6.2,1982
1982-10-19,332.236832022,186.351006864,-178.050071899,-67.3969198062,32.5,1982
1982-10-20,290.378869581,299.930355361,-361.201510175,-232.280486748,12.5,1982
1982-10-21,224.37911232,195.19238554,-247.410026629,-194.919075109,11.3,1982
1982-10-22,171.8652872,144.797643091,-209.366593443,-101.639929823,2.7,1982
1982-11-17,178.568794122,113.438384546,-121.433342284,-86.9712408061,1.3,1982
1982-11-26,102.210736597,36.9487179214,40.8569689315,60.9573310096,24.7,1982
1982-11-27,179.857779331,144.674993579,-59.6273642088,-15.5195525121,7.3,1982
1983-01-22,134.664239955,61.8756951282,-239.260325377,-142.119473693,11.8,1983
1983-01-24,113.049013095,77.9324845332,-167.499691245,-91.631707929,9.5,1983
1983-01-28,137.652521471,117.110698565,-135.523899028,-39.3252645149,2.3,1983
1983-02-13,104.794356463,65.9044541614,117.338270473,76.4421759154,6.7,1983
1983-03-07,137.88261488,89.6730408468,-10.8446958092,-16.4880450621,4.2,1983
1983-03-24,172.161828743,122.625184136,-355.012334098,-259.53314282,5.5,1983
1983-03-25,118.63096786,47.8878258951,-307.208836622,-212.93705802,2.0,1983
1983-03-26,132.421612909,106.339121611,-278.676735911,-258.85092368,5.1,1983
1983-03-29,109.933918879,49.353841058,-112.666049155,-1.89831582937,3.2,1983
1983-04-01,-8.65296621221,28.1600976847,103.579150659,54.4538574106,5.9,1983
1983-04-11,175.479705839,101.88857978,-99.6399532167,-65.2451749173,13.5,1983
1983-04-23,56.5831328495,32.632457705,-34.3528355607,-30.3458384298,6.6,1983
1983-04-24,257.014139273,158.895293396,-194.573183034,-116.957518775,12.3,1983
1983-04-25,144.226258368,78.5811160369,-42.0625360544,-2.69128186625,6.0,1983
1983-04-26,539.768214632,220.517581156,-410.272545802,-136.534315641,13.6,1983
1983-04-27,539.768214632,247.257582511,-410.272545802,-80.8765884625,9.5,1983
1983-05-02,118.000654554,62.0491430142,-396.597800634,-240.279987854,29.2,1983
1983-05-03,118.000654554,92.6814082965,-396.597800634,-278.477938371,1.8,1983
1983-05-14,30.1744924487,4.77304653946,-44.9504292315,9.06441458791,22.4,1983
1983-05-15,163.578471278,106.370894471,-395.139697719,-231.984412231,3.8,1983
1983-05-18,90.1165283825,37.4070016669,-127.48804784,-45.2462317784,23.0,1983
1983-05-19,-8.60703710182,76.9336891799,-355.844962145,-195.829941387,2.5,1983
1983-05-24,79.5978341268,66.4673367504,45.5452319915,20.970535223,7.9,1983
1983-05-26,95.288424891,31.6807094417,68.8446525373,61.5477198386,13.1,1983
1983-05-27,255.896297674,127.549861226,-112.660877361,-1.4292258903,6.1,1983
1983-05-28,132.506825036,100.61421288,110.567032094,85.9632134594,6.1,1983
1983-06-07,126.93848868,47.1696520912,9.25174029294,24.2837759526,6.9,1983
1983-06-13,33.3147691979,5.96755035923,-2.21382711164,-10.332247616,7.5,1983
1983-06-14,330.523583485,158.086639581,-6.78941539269,-13.3922428675,50.3,1983
1983-06-15,416.227405713,341.135782509,-131.921505017,-75.6450677627,9.1,1983
1983-06-16,528.4663341,412.443554186,-279.060480219,-184.383639872,66.8,1983
1983-06-17,461.650729664,442.63670416,-340.641414633,-244.351167183,42.4,1983
1983-06-18,475.62355272,330.597452519,-340.74646585,-196.385085636,7.7,1983
1983-06-19,181.459576101,132.30445505,-128.562670277,-74.9191285859,12.9,1983
1983-06-20,288.488718652,153.081493763,-310.01941901,-147.159647561,13.4,1983
1983-06-21,288.488718652,199.342726449,-310.01941901,-118.997245074,2.8,1983
1983-06-25,1.79272125682,10.332211889,74.3389552812,46.9723064376,3.3,1983
1983-06-30,-2.63787516419,2.66129330061,36.9336155898,14.7948677304,1.7,1983
1983-07-01,158.694468006,67.1854176614,-26.0199592855,-2.16378978591,27.2,1983
1983-07-02,372.329289875,231.359882298,-65.1492989299,-32.6410820996,3.5,1983
1983-07-03,112.02500272,60.7886709741,55.1274636461,29.9974527788,2.0,1983
1983-07-04,359.89878673,226.465411119,-3.49294007966,-7.60487212279,35.7,1983
1983-07-05,308.286282471,250.217993456,-84.6397013402,-7.8927769642,3.3,1983
1983-07-06,172.743887436,110.016859123,75.8837437335,-17.7150544884,17.9,1983
1983-07-09,-36.2665875528,-18.6998649701,59.1601063266,34.4111647291,9.4,1983
1983-07-10,128.818698774,59.768526349,-131.079606183,-41.0372406583,31.5,1983
1983-07-11,67.3576791829,49.4137618099,-95.2466762108,-25.3258664923,13.5,1983
1983-07-12,197.155279004,185.316816449,-182.608363874,-83.0508925897,14.6,1983
1983-07-13,230.73759846,208.791115041,-194.127897071,-185.667690536,38.4,1983
1983-07-27,105.995735609,58.8691006908,-33.9508993899,-6.82136824274,6.6,1983
1983-08-04,313.638896021,201.642742332,-566.097419385,-433.367856535,28.5,1983
1983-08-09,36.5878138457,31.1584476975,-19.9301841244,-13.4437008048,2.4,1983
1983-08-10,14.2785300354,31.6949983518,-181.394084919,-95.1170992349,14.3,1983
1983-08-11,155.471164753,91.4070907913,-247.654850674,-216.552480579,1.6,1983
1983-08-12,-56.9371106124,-48.4140177042,-247.285781484,-144.358647474,3.0,1983
1983-08-20,-17.7002165926,-7.62955087519,-58.6612363234,-0.11938905519,1.4,1983
1983-08-21,-21.0014591667,-8.20818047817,-144.745621452,-108.29845553,6.0,1983
1983-08-22,155.989105422,66.5212095711,-269.697465697,-187.453829366,46.7,1983
1983-08-24,59.3018831072,94.8186700693,-357.22946377,-218.942604064,8.7,1983
1983-08-25,220.97882557,109.826221852,-288.068174981,-214.933872678,3.5,1983
1983-08-26,127.593473978,86.711775268,-197.858569097,-154.665999009,8.5,1983
